benchmark,model,lang_pair,bilingual_type,checkpoint,eval_language,accuracy,n_correct,n_total
multiblimp,BeetleLM/beetlelm_nld-bul_late,nld-bul,late,step-1000,Dutch,0.55813,1301,2331
multiblimp,BeetleLM/beetlelm_deu_L1-eng_L2_balanced,deu_L1-eng_L2,balanced,step-30000,German,0.798085,1834,2298
multiblimp,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-18941,Dutch,0.780781,1820,2331
multiblimp,BeetleLM/beetlelm_fas-deu_heritage,fas-deu,heritage,step-4,German,0.630983,1450,2298
multiblimp,BeetleLM/beetlelm_nld-bul_late,nld-bul,late,step-2000,Dutch,0.664951,1550,2331
multiblimp,BeetleLM/beetlelm_nld-deu_part_time,nld-deu,part_time,step-19000,Dutch,0.771343,1798,2331
multiblimp,BeetleLM/beetlelm_bul-deu_sequential,bul-deu,sequential,step-1000,German,0.627937,1443,2298
multiblimp,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-19000,Dutch,0.778636,1815,2331
multiblimp,BeetleLM/beetlelm_fas-deu_heritage,fas-deu,heritage,step-8,German,0.630983,1450,2298
multiblimp,BeetleLM/beetlelm_nld-bul_late,nld-bul,late,step-3000,Dutch,0.675247,1574,2331
multiblimp,BeetleLM/beetlelm_nld-deu_part_time,nld-deu,part_time,step-20000,Dutch,0.815959,1902,2331
multiblimp,BeetleLM/beetlelm_bul-deu_sequential,bul-deu,sequential,step-2000,German,0.644909,1482,2298
multiblimp,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-19552,Dutch,0.77263,1801,2331
multiblimp,BeetleLM/beetlelm_nld-bul_late,nld-bul,late,step-4000,Dutch,0.705277,1644,2331
multiblimp,BeetleLM/beetlelm_fas-deu_heritage,fas-deu,heritage,step-16,German,0.630983,1450,2298
multiblimp,BeetleLM/beetlelm_nld-bul_late,nld-bul,late,step-5000,Dutch,0.720721,1680,2331
multiblimp,BeetleLM/beetlelm_bul-deu_sequential,bul-deu,sequential,step-3000,German,0.652742,1500,2298
multiblimp,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-20000,Dutch,0.763621,1780,2331
multiblimp,BeetleLM/beetlelm_fas-deu_heritage,fas-deu,heritage,step-32,German,0.630548,1449,2298
multiblimp,BeetleLM/beetlelm_nld-bul_late,nld-bul,late,step-6000,Dutch,0.727585,1696,2331
multiblimp,BeetleLM/beetlelm_bul-deu_sequential,bul-deu,sequential,step-4000,German,0.657528,1511,2298
multiblimp,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-20163,Dutch,0.769198,1793,2331
multiblimp,BeetleLM/beetlelm_nld-bul_late,nld-bul,late,step-7000,Dutch,0.739168,1723,2331
multiblimp,BeetleLM/beetlelm_fas-deu_heritage,fas-deu,heritage,step-64,German,0.630113,1448,2298
multiblimp,BeetleLM/beetlelm_bul-deu_sequential,bul-deu,sequential,step-5000,German,0.656223,1508,2298
multiblimp,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-20774,Dutch,0.769627,1794,2331
multiblimp,BeetleLM/beetlelm_nld-bul_late,nld-bul,late,step-8000,Dutch,0.742171,1730,2331
multiblimp,BeetleLM/beetlelm_bul-deu_sequential,bul-deu,sequential,step-6000,German,0.654917,1505,2298
multiblimp,BeetleLM/beetlelm_fas-deu_heritage,fas-deu,heritage,step-128,German,0.629678,1447,2298
