benchmark,model,lang_pair,bilingual_type,checkpoint,eval_language,accuracy,n_correct,n_total
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-13000,Ukrainian,0.47919,6885,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-2444,Ukrainian,0.48789,7010,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-8000,Ukrainian,0.478285,6872,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-12000,Ukrainian,0.455109,6539,14368
xcomps,BeetleLM/beetlelm_nld-fra_balanced,nld-fra,balanced,step-8000,Ukrainian,0.473761,6807,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-611,Ukrainian,0.446757,6419,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-2000,German,0.496938,7140,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-3000,Ukrainian,0.485384,6974,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-9000,German,0.513363,7376,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-14000,Ukrainian,0.457127,6568,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-13000,Ukrainian,0.462208,6641,14368
xcomps,BeetleLM/beetlelm_fas-nld_sequential,fas-nld,sequential,step-1000,Ukrainian,0.490952,7054,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-1000,Ukrainian,0.451002,6480,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-2000,Ukrainian,0.469933,6752,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-3055,Ukrainian,0.485523,6976,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-9000,Ukrainian,0.474179,6813,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-15000,Ukrainian,0.467358,6715,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-3000,German,0.49819,7158,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-3056,Ukrainian,0.485523,6976,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-14000,Ukrainian,0.497286,7145,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-10000,German,0.502784,7224,14368
xcomps,BeetleLM/beetlelm_fas-nld_sequential,fas-nld,sequential,step-2000,Ukrainian,0.499304,7174,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-1222,Ukrainian,0.457893,6579,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-3666,Ukrainian,0.485384,6974,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-16000,Ukrainian,0.476406,6845,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-3000,Ukrainian,0.476128,6841,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-10000,Ukrainian,0.47056,6761,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-15000,Ukrainian,0.474318,6815,14368
xcomps,BeetleLM/beetlelm_fas-nld_sequential,fas-nld,sequential,step-3000,Ukrainian,0.49993,7183,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-1833,Ukrainian,0.473761,6807,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-4000,Ukrainian,0.488795,7023,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-4000,German,0.499513,7177,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-17000,Ukrainian,0.480582,6905,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-11000,German,0.504454,7248,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-4277,Ukrainian,0.488864,7024,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-16000,Ukrainian,0.486498,6990,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-4000,Ukrainian,0.474109,6812,14368
xcomps,BeetleLM/beetlelm_fas-nld_sequential,fas-nld,sequential,step-4000,Ukrainian,0.497703,7151,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-2000,Ukrainian,0.47564,6834,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-11000,Ukrainian,0.478563,6876,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-18000,Ukrainian,0.476197,6842,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-4888,Ukrainian,0.489699,7036,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-5000,German,0.502088,7214,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-17000,Ukrainian,0.472717,6792,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-12000,German,0.500418,7190,14368
xcomps,BeetleLM/beetlelm_fas-nld_sequential,fas-nld,sequential,step-5000,Ukrainian,0.496381,7132,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-2444,Ukrainian,0.481139,6913,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-5000,Ukrainian,0.492553,7077,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-19000,Ukrainian,0.46353,6660,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-5000,Ukrainian,0.471882,6780,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-12000,Ukrainian,0.459076,6596,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-5499,Ukrainian,0.490883,7053,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-18000,Ukrainian,0.47049,6760,14368
xcomps,BeetleLM/beetlelm_fas-nld_sequential,fas-nld,sequential,step-6000,Ukrainian,0.499443,7176,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-3000,Ukrainian,0.468124,6726,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-6000,German,0.504872,7254,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-20000,Ukrainian,0.482948,6939,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-13000,German,0.503132,7229,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-6000,Ukrainian,0.496798,7138,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-6000,Ukrainian,0.479886,6895,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-19000,Ukrainian,0.47919,6885,14368
xcomps,BeetleLM/beetlelm_fas-nld_sequential,fas-nld,sequential,step-7000,Ukrainian,0.495754,7123,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-21000,Ukrainian,0.471047,6768,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-3055,Ukrainian,0.473274,6800,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-13000,Ukrainian,0.475223,6828,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-6110,Ukrainian,0.495058,7113,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-7000,German,0.502714,7223,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-14000,German,0.503202,7230,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-6113,Ukrainian,0.494571,7106,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-20000,Ukrainian,0.47919,6885,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-22000,Ukrainian,0.467358,6715,14368
xcomps,BeetleLM/beetlelm_fas-nld_sequential,fas-nld,sequential,step-8000,Ukrainian,0.496729,7137,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-3056,Ukrainian,0.473274,6800,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-7000,Ukrainian,0.480582,6905,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-6721,Ukrainian,0.49137,7060,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-14000,Ukrainian,0.465131,6683,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-23000,Ukrainian,0.457197,6569,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-21000,Ukrainian,0.477102,6855,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-3666,Ukrainian,0.489421,7032,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-8000,German,0.506612,7279,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-1000,Ukrainian,0.44787,6435,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-7000,Ukrainian,0.492274,7073,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-15000,German,0.505986,7270,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-24000,Ukrainian,0.478007,6868,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-8000,Ukrainian,0.480443,6903,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-22000,Ukrainian,0.464435,6673,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-7332,Ukrainian,0.495406,7118,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-4000,Ukrainian,0.47042,6759,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-2000,Ukrainian,0.45483,6535,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-15000,Ukrainian,0.476615,6848,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-9000,German,0.508004,7299,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-7943,Ukrainian,0.490952,7054,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-25000,Ukrainian,0.476615,6848,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-16000,German,0.510509,7335,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-23000,Ukrainian,0.466384,6701,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-4277,Ukrainian,0.460189,6612,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-3000,Ukrainian,0.45483,6535,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-9000,Ukrainian,0.490465,7047,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-8000,Ukrainian,0.490047,7041,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-26000,Ukrainian,0.468124,6726,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-16000,Ukrainian,0.454134,6525,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-24000,Ukrainian,0.458797,6592,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-10000,German,0.497216,7144,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-4888,Ukrainian,0.478007,6868,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-8554,Ukrainian,0.490674,7050,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-3057,Ukrainian,0.474179,6813,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-17000,German,0.508213,7302,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-27000,Ukrainian,0.464783,6678,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-9000,Ukrainian,0.490674,7050,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-10000,Ukrainian,0.47919,6885,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-25000,Ukrainian,0.473204,6799,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-5000,Ukrainian,0.478633,6877,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-4000,Ukrainian,0.477867,6866,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-17000,Ukrainian,0.464156,6669,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-9165,Ukrainian,0.491161,7057,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-28000,Ukrainian,0.483505,6947,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-11000,German,0.505011,7256,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-18000,German,0.506403,7276,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-26000,Ukrainian,0.464087,6668,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-5499,Ukrainian,0.487124,6999,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-5000,Ukrainian,0.476406,6845,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-9170,Ukrainian,0.491927,7068,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-11000,Ukrainian,0.479399,6888,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-29000,Ukrainian,0.490604,7049,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-18000,Ukrainian,0.482322,6930,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-9776,Ukrainian,0.49311,7085,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-12000,German,0.509396,7319,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-27000,Ukrainian,0.483575,6948,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-6000,Ukrainian,0.468054,6725,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-6000,Ukrainian,0.483296,6944,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-19000,German,0.507586,7293,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-30000,Ukrainian,0.470977,6767,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-10000,Ukrainian,0.493666,7093,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-12000,Ukrainian,0.464365,6672,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-28000,Ukrainian,0.456013,6552,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-19000,Ukrainian,0.484271,6958,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-6110,Ukrainian,0.470629,6762,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-7000,Ukrainian,0.475292,6829,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-10387,Ukrainian,0.492414,7075,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-13000,German,0.514616,7394,14368
xcomps,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-0,Ukrainian,0.436526,6272,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-20000,German,0.507447,7291,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-10998,Ukrainian,0.490952,7054,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-29000,Ukrainian,0.477798,6865,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-6113,Ukrainian,0.468959,6738,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-8000,Ukrainian,0.476823,6851,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-13000,Ukrainian,0.46708,6711,14368
xcomps,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-1,Ukrainian,0.436526,6272,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-20000,Ukrainian,0.475223,6828,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-11000,Ukrainian,0.491161,7057,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-14000,German,0.497216,7144,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-30000,Ukrainian,0.475571,6833,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-6721,Ukrainian,0.460537,6617,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-9000,Ukrainian,0.479051,6883,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-21000,German,0.506125,7272,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-11609,Ukrainian,0.492205,7072,14368
xcomps,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-2,Ukrainian,0.436526,6272,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-14000,Ukrainian,0.472369,6787,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-12000,Ukrainian,0.492274,7073,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-21000,Ukrainian,0.468193,6727,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_simultaneous,nld_L1-eng_L2,simultaneous,step-1000,Ukrainian,0.459215,6598,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-7000,Ukrainian,0.473413,6802,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-10000,Ukrainian,0.476823,6851,14368
xcomps,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-4,Ukrainian,0.436526,6272,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-15000,German,0.503967,7241,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-12220,Ukrainian,0.494154,7100,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-22000,German,0.503758,7238,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_simultaneous,nld_L1-eng_L2,simultaneous,step-2000,Ukrainian,0.471464,6774,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-11000,Ukrainian,0.471604,6776,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-15000,Ukrainian,0.467567,6718,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-7332,Ukrainian,0.493666,7093,14368
xcomps,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-8,Ukrainian,0.436526,6272,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-12227,Ukrainian,0.49478,7109,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-22000,Ukrainian,0.484062,6955,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-16000,German,0.507447,7291,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-12831,Ukrainian,0.485941,6982,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_simultaneous,nld_L1-eng_L2,simultaneous,step-3000,Ukrainian,0.488307,7016,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-12000,Ukrainian,0.490395,7046,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-23000,German,0.504246,7245,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-7943,Ukrainian,0.472091,6783,14368
xcomps,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-16,Ukrainian,0.434438,6242,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-16000,Ukrainian,0.46882,6736,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-13000,Ukrainian,0.486637,6992,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-23000,Ukrainian,0.4826,6934,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_simultaneous,nld_L1-eng_L2,simultaneous,step-4000,Ukrainian,0.479955,6896,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-13000,Ukrainian,0.459354,6600,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-8000,Ukrainian,0.480443,6903,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-17000,German,0.502227,7216,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-13442,Ukrainian,0.49137,7060,14368
xcomps,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-32,Ukrainian,0.439866,6320,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-24000,German,0.502436,7219,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-17000,Ukrainian,0.46875,6735,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-14000,Ukrainian,0.491648,7064,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_simultaneous,nld_L1-eng_L2,simultaneous,step-5000,Ukrainian,0.482739,6936,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-8554,Ukrainian,0.47571,6835,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-24000,Ukrainian,0.459841,6607,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-14000,Ukrainian,0.481208,6914,14368
xcomps,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-64,Ukrainian,0.432419,6213,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-18000,German,0.502506,7220,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-14053,Ukrainian,0.49297,7083,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-25000,German,0.503967,7241,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_simultaneous,nld_L1-eng_L2,simultaneous,step-6000,Ukrainian,0.477171,6856,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-9000,Ukrainian,0.468611,6733,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-14664,Ukrainian,0.491787,7066,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-18000,Ukrainian,0.486428,6989,14368
xcomps,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-128,Ukrainian,0.454204,6526,14368
xcomps,BeetleLM/beetlelm_nld-fra_heritage,nld-fra,heritage,step-15000,Ukrainian,0.483714,6950,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-25000,Ukrainian,0.480164,6899,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_simultaneous,nld_L1-eng_L2,simultaneous,step-7000,Ukrainian,0.471464,6774,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-19000,German,0.510092,7329,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-9165,Ukrainian,0.471952,6781,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-15000,Ukrainian,0.491718,7065,14368
