benchmark,model,lang_pair,bilingual_type,checkpoint,eval_language,accuracy,n_correct,n_total
xcomps,BeetleLM/beetlelm_fas-nld_simultaneous,fas-nld,simultaneous,step-9000,Ukrainian,0.488725,7022,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-7000,German,0.501183,7201,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-1222,Ukrainian,0.483853,6952,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-10000,Ukrainian,0.452116,6496,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-11000,Ukrainian,0.467358,6715,14368
xcomps,BeetleLM/beetlelm_nld-fra_balanced,nld-fra,balanced,step-7332,Ukrainian,0.466801,6707,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-256,Ukrainian,0.442581,6359,14368
xcomps,BeetleLM/beetlelm_fas-nld_simultaneous,fas-nld,simultaneous,step-10000,Ukrainian,0.496033,7127,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-7000,Ukrainian,0.478703,6878,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-1833,Ukrainian,0.482322,6930,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-1000,German,0.496659,7136,14368
xcomps,BeetleLM/beetlelm_nld_mono,nld,mono,step-12000,Ukrainian,0.471047,6768,14368
xcomps,BeetleLM/beetlelm_nld_L1-eng_L2_balanced,nld_L1-eng_L2,balanced,step-11000,Ukrainian,0.478911,6881,14368
xcomps,BeetleLM/beetlelm_nld-fra_balanced,nld-fra,balanced,step-7943,Ukrainian,0.47919,6885,14368
xcomps,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-512,Ukrainian,0.456918,6565,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_simultaneous,eng_L1-deu_L2,simultaneous,step-8000,German,0.500696,7194,14368
xcomps,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-2000,Ukrainian,0.483157,6942,14368
xcomps,BeetleLM/beetlelm_eng_L1-deu_L2_balanced,eng_L1-deu_L2,balanced,step-1000,Ukrainian,0.456153,6554,14368
